cx,cy,trees,placements,treeBases,landMin,landMax,relief,maxTreeExtent
-10,12,16,16,8,3680.0,4040.0,360.0,915.9
-10,13,18,19,6,3736.0,4080.0,344.0,915.9
-10,14,5,12,3,3760.0,4216.0,456.0,1007.8
-10,15,32,35,15,3864.0,5136.0,1272.0,1326.5
-10,16,27,30,13,4592.0,5152.0,560.0,1007.8
-10,17,28,28,13,3920.0,4888.0,968.0,1007.8
-10,18,13,26,11,4168.0,4792.0,624.0,915.9
-10,19,41,58,10,4440.0,5608.0,1168.0,1326.5
-10,20,24,25,9,5040.0,6552.0,1512.0,1183.3
-10,21,33,33,10,6272.0,7296.0,1024.0,1007.8
-10,22,43,55,13,7112.0,7896.0,784.0,1101.2
-10,23,25,26,11,7704.0,8048.0,344.0,1101.2
-10,24,26,29,12,7688.0,8112.0,424.0,1101.2
-10,25,26,33,8,7016.0,7992.0,976.0,915.9
-10,26,33,38,13,6792.0,7680.0,888.0,915.9
-10,27,46,47,10,6400.0,7208.0,808.0,915.9
-10,28,54,56,13,5992.0,7032.0,1040.0,915.9
-10,29,37,37,12,5592.0,6784.0,1192.0,915.9
-10,30,37,37,9,5536.0,7080.0,1544.0,915.9
-10,31,27,27,11,5400.0,6872.0,1472.0,915.9
-10,34,21,21,9,2968.0,3488.0,520.0,915.9
-10,-37,21,21,9,10664.0,11712.0,1048.0,915.9
-10,-36,25,25,10,8856.0,11280.0,2424.0,915.9
-10,-35,10,10,6,6296.0,9280.0,2984.0,915.9
-10,-34,18,19,10,4656.0,6904.0,2248.0,915.9
-10,-33,19,20,8,3592.0,5176.0,1584.0,781.0
-10,-32,12,12,5,2856.0,4376.0,1520.0,781.0
-10,-31,42,42,8,2680.0,3424.0,744.0,781.0
-10,-30,34,34,10,2256.0,3088.0,832.0,915.9
-10,-29,44,45,12,2232.0,2768.0,536.0,867.1
-10,-28,40,40,12,2184.0,2768.0,584.0,867.1
-10,-27,28,29,10,2208.0,3352.0,1144.0,835.0
-10,-26,11,13,8,2328.0,3360.0,1032.0,915.9
-10,-25,25,26,10,1704.0,3464.0,1760.0,915.9
-10,-24,30,32,14,1704.0,3440.0,1736.0,1101.2
-10,-23,39,39,10,1976.0,3392.0,1416.0,1101.2
-10,-22,34,36,12,2256.0,3552.0,1296.0,1326.5
-10,-21,33,33,13,2120.0,3496.0,1376.0,1101.2
-10,-20,40,40,15,1568.0,2696.0,1128.0,1326.5
-10,-19,12,16,8,280.0,2176.0,1896.0,915.9
-10,-18,1,3,1,240.0,1728.0,1488.0,636.3
-10,-16,14,17,11,216.0,1824.0,1608.0,1007.8
-10,-15,17,19,6,704.0,1872.0,1168.0,1007.8
-10,-14,9,12,3,664.0,1776.0,1112.0,1007.8
-10,-13,6,7,4,728.0,1696.0,968.0,915.9
-10,-12,32,32,10,1168.0,1872.0,704.0,1101.2
-10,-11,30,31,10,1408.0,2456.0,1048.0,1101.2
-10,-10,35,36,5,1744.0,2648.0,904.0,915.9
-10,-9,3,11,3,1784.0,2704.0,920.0,915.9
-10,-8,32,32,11,1928.0,2688.0,760.0,915.9
-10,-7,56,60,15,1896.0,2832.0,936.0,1326.5
-10,-6,33,42,10,1720.0,2872.0,1152.0,915.9
-10,-5,66,68,12,1424.0,2792.0,1368.0,1326.5
-10,-4,46,48,13,1408.0,1824.0,416.0,1326.5
-10,-3,60,60,12,1176.0,1616.0,440.0,1326.5
-10,-2,46,50,10,672.0,1816.0,1144.0,1326.5
-10,-1,45,51,11,560.0,1776.0,1216.0,915.9
-9,0,32,32,5,-168.0,928.0,1096.0,915.9
-9,1,37,50,8,-40.0,1216.0,1256.0,915.9
-9,2,26,26,10,616.0,1952.0,1336.0,915.9
-9,3,5,48,4,1280.0,2096.0,816.0,915.9
-9,4,42,51,12,2016.0,2816.0,800.0,915.9
-9,5,41,44,12,2608.0,3744.0,1136.0,915.9
-9,6,2,4,1,3344.0,4536.0,1192.0,915.9
-9,8,1,374,1,3000.0,4240.0,1240.0,645.1
-9,9,2,288,2,3168.0,3408.0,240.0,437.0
-9,11,6,120,5,2704.0,3688.0,984.0,781.0
-9,12,12,12,7,3248.0,4064.0,816.0,915.9
-9,13,19,23,7,3656.0,4112.0,456.0,915.9
-9,14,24,32,12,3520.0,4064.0,544.0,915.9
-9,15,19,19,8,3864.0,4840.0,976.0,915.9
-9,16,38,38,12,4168.0,4920.0,752.0,915.9
-9,17,38,49,12,3688.0,4592.0,904.0,1101.2
-9,18,53,53,13,3856.0,4896.0,1040.0,1007.8
-9,19,24,25,11,4600.0,5720.0,1120.0,1007.8
-9,20,63,65,13,5536.0,6984.0,1448.0,1007.8
-9,21,39,40,12,6304.0,7232.0,928.0,1183.3
-9,22,33,33,9,6736.0,7864.0,1128.0,1101.2
-9,23,57,58,12,7712.0,8040.0,328.0,1326.5
-9,24,35,36,9,7496.0,8040.0,544.0,915.9
-9,25,30,33,9,6992.0,7904.0,912.0,915.9
-9,26,33,33,8,6448.0,7520.0,1072.0,1183.3
-9,27,44,45,12,5568.0,7160.0,1592.0,915.9
-9,28,25,27,8,5000.0,6632.0,1632.0,915.9
-9,29,37,37,13,4792.0,6096.0,1304.0,915.9
-9,30,23,23,12,4368.0,6104.0,1736.0,915.9
-9,31,55,55,11,4272.0,5560.0,1288.0,915.9
-9,32,18,18,9,3080.0,5456.0,2376.0,915.9
-9,33,2,3,2,2840.0,3584.0,744.0,712.9
-9,34,4,4,3,2808.0,3072.0,264.0,781.0
-9,-39,5,5,2,8544.0,11176.0,2632.0,915.9
-9,-37,27,27,5,9792.0,11728.0,1936.0,915.9
-9,-36,10,11,6,8656.0,11240.0,2584.0,915.9
-9,-35,3,5,3,6464.0,9608.0,3144.0,712.9
-9,-34,12,12,5,4560.0,7744.0,3184.0,915.9
-9,-33,23,25,8,3024.0,4760.0,1736.0,781.0
-9,-32,16,16,8,2312.0,3624.0,1312.0,781.0
-9,-31,26,27,9,2128.0,2912.0,784.0,835.0
-9,-30,35,37,11,1136.0,2720.0,1584.0,915.9
-9,-29,24,26,13,1136.0,2472.0,1336.0,915.9
-9,-28,50,50,13,1736.0,2304.0,568.0,915.9
-9,-27,44,44,12,1768.0,2416.0,648.0,915.9
-9,-26,25,25,12,1448.0,2576.0,1128.0,915.9
-9,-25,36,36,12,1256.0,2424.0,1168.0,1007.8
-9,-24,28,28,15,1256.0,2136.0,880.0,1101.2
-9,-23,31,39,13,1312.0,2296.0,984.0,1326.5
-9,-22,45,45,11,1696.0,2792.0,1096.0,1101.2
-9,-21,37,37,13,1800.0,2760.0,960.0,1101.2
-9,-20,39,39,18,1568.0,2176.0,608.0,1183.3
-9,-19,18,20,13,216.0,2096.0,1880.0,1007.8
-9,-18,33,41,15,296.0,1688.0,1392.0,1007.8
-9,-17,52,52,19,352.0,1928.0,1576.0,1101.2
-9,-15,25,36,8,680.0,1768.0,1088.0,915.9
-9,-14,16,34,5,624.0,1784.0,1160.0,915.9
-9,-12,17,17,7,1568.0,2344.0,776.0,1101.2
-9,-11,39,40,13,1464.0,2664.0,1200.0,1101.2
-9,-10,26,27,6,2312.0,2752.0,440.0,1326.5
-9,-9,4,6,3,1600.0,2720.0,1120.0,915.9
-9,-8,34,36,9,1416.0,2680.0,1264.0,1326.5
-9,-7,45,50,11,824.0,2208.0,1384.0,1007.8
-9,-6,29,38,14,800.0,2216.0,1416.0,1007.8
-9,-5,46,48,13,992.0,2264.0,1272.0,1326.5
-9,-4,43,80,13,1088.0,1600.0,512.0,915.9
-9,-3,47,52,9,360.0,1536.0,1176.0,1326.5
-9,-2,42,43,8,32.0,1312.0,1280.0,915.9
-9,-1,18,22,7,40.0,984.0,944.0,915.9
-8,0,30,33,8,568.0,1312.0,744.0,915.9
-8,1,48,51,6,632.0,1704.0,1072.0,1183.3
-8,2,20,274,10,1216.0,1984.0,768.0,915.9
-8,3,7,100,4,1176.0,2080.0,904.0,915.9
-8,4,16,67,5,1968.0,2784.0,816.0,915.9
-8,5,18,19,5,2056.0,3344.0,1288.0,915.9
-8,6,9,13,6,2712.0,4320.0,1608.0,915.9
-8,8,2,352,2,2968.0,4168.0,1200.0,915.9
-8,11,14,20,8,2888.0,3392.0,504.0,915.9
-8,12,19,20,8,2848.0,3712.0,864.0,915.9
-8,13,12,14,7,2928.0,4032.0,1104.0,915.9
-8,14,10,15,6,2944.0,4088.0,1144.0,915.9
-8,15,17,18,7,3648.0,4528.0,880.0,1183.3
-8,16,11,12,4,4024.0,4648.0,624.0,915.9
-8,17,22,121,5,3896.0,4168.0,272.0,915.9
-8,18,53,61,10,4032.0,4768.0,736.0,915.9
-8,19,40,41,10,4320.0,5720.0,1400.0,1183.3
-8,20,44,45,11,5296.0,6944.0,1648.0,1101.2
-8,21,24,25,8,6096.0,7032.0,936.0,915.9
-8,22,23,23,12,6144.0,7744.0,1600.0,1101.2
-8,23,26,27,8,6832.0,7992.0,1160.0,1007.8
-8,24,26,26,10,6968.0,7944.0,976.0,915.9
-8,25,35,36,8,6640.0,7760.0,1120.0,915.9
-8,26,28,31,11,6424.0,7328.0,904.0,915.9
-8,27,39,42,13,5064.0,7168.0,2104.0,915.9
-8,28,27,28,10,3968.0,5904.0,1936.0,915.9
-8,29,49,49,12,3960.0,5080.0,1120.0,915.9
-8,30,38,38,13,3848.0,4984.0,1136.0,915.9
-8,31,29,29,9,3072.0,4432.0,1360.0,915.9
-8,32,19,20,10,3048.0,4440.0,1392.0,915.9
-8,33,13,14,7,2656.0,3176.0,520.0,915.9
-8,34,19,19,10,2664.0,3080.0,416.0,915.9
-8,-39,13,13,4,8416.0,9944.0,1528.0,915.9
-8,-37,12,12,5,7784.0,10248.0,2464.0,915.9
-8,-36,8,8,4,6984.0,9792.0,2808.0,915.9
-8,-35,15,15,9,5960.0,8656.0,2696.0,915.9
-8,-34,15,15,9,4120.0,6464.0,2344.0,915.9
-8,-33,24,24,9,2152.0,4560.0,2408.0,915.9
-8,-32,11,13,8,1544.0,3024.0,1480.0,781.0
-8,-31,23,23,9,1560.0,2312.0,752.0,835.0
-8,-30,14,15,10,1200.0,2184.0,984.0,915.9
-8,-29,7,7,5,1008.0,1736.0,728.0,915.9
-8,-28,25,27,12,1376.0,2264.0,888.0,915.9
-8,-27,43,44,16,1368.0,2264.0,896.0,915.9
-8,-26,20,21,8,1216.0,1848.0,632.0,915.9
-8,-25,1,1,1,1128.0,1448.0,320.0,1326.5
-8,-24,10,10,10,1024.0,1384.0,360.0,915.9
-8,-23,19,19,13,1152.0,1696.0,544.0,1326.5
-8,-22,47,47,12,1280.0,2112.0,832.0,1007.8
-8,-21,25,45,12,1448.0,2200.0,752.0,1326.5
-8,-20,40,42,11,1288.0,2256.0,968.0,1326.5
-8,-19,35,51,13,984.0,1864.0,880.0,915.9
-8,-18,3,7,3,568.0,1504.0,936.0,915.9
-8,-17,73,73,21,1304.0,2056.0,752.0,1326.5
-8,-16,13,136,7,888.0,1912.0,1024.0,1007.8
-8,-15,35,40,11,1360.0,1928.0,568.0,1326.5
-8,-14,30,30,7,1656.0,2272.0,616.0,1101.2
-8,-13,29,29,5,1744.0,2424.0,680.0,915.9
-8,-12,46,46,10,1912.0,2800.0,888.0,1183.3
-8,-11,50,50,14,2136.0,2832.0,696.0,1326.5
-8,-10,18,20,7,2304.0,2752.0,448.0,915.9
-8,-9,19,57,7,1320.0,2552.0,1232.0,915.9
-8,-8,16,51,5,1072.0,2192.0,1120.0,915.9
-8,-7,14,27,10,-104.0,1416.0,1520.0,915.9
-8,-6,20,20,11,-104.0,1024.0,1128.0,915.9
-8,-5,13,63,7,968.0,1208.0,240.0,1101.2
-8,-4,35,59,10,520.0,1280.0,760.0,1326.5
-8,-3,32,37,11,-136.0,1104.0,1240.0,1326.5
-8,-1,33,91,10,328.0,1040.0,712.0,915.9
-7,0,12,208,7,848.0,1160.0,312.0,915.9
-7,1,32,90,7,1000.0,1552.0,552.0,1007.8
-7,2,2,166,2,-296.0,2024.0,2320.0,712.9
-7,3,7,197,3,1792.0,2088.0,296.0,915.9
-7,4,21,44,5,1968.0,2328.0,360.0,915.9
-7,5,25,44,9,2048.0,2736.0,688.0,915.9
-7,6,11,20,8,2592.0,3016.0,424.0,835.0
-7,10,10,135,7,2776.0,3064.0,288.0,915.9
-7,11,8,39,3,2560.0,3080.0,520.0,915.9
-7,12,18,19,6,2176.0,2992.0,816.0,915.9
-7,13,4,8,1,1936.0,3112.0,1176.0,915.9
-7,14,11,22,7,1936.0,3648.0,1712.0,915.9
-7,15,6,12,4,2528.0,4072.0,1544.0,645.1
-7,16,20,25,12,3432.0,4104.0,672.0,915.9
-7,17,6,8,6,3464.0,4152.0,688.0,915.9
-7,18,11,21,5,3824.0,4832.0,1008.0,1183.3
-7,19,16,22,6,4056.0,5312.0,1256.0,915.9
-7,20,46,46,13,4872.0,6104.0,1232.0,1007.8
-7,21,23,24,9,5888.0,6624.0,736.0,915.9
-7,22,36,37,11,5984.0,6872.0,888.0,1183.3
-7,23,29,33,7,5424.0,7216.0,1792.0,915.9
-7,24,24,26,8,5272.0,7152.0,1880.0,915.9
-7,25,33,33,9,5504.0,7008.0,1504.0,915.9
-7,26,22,24,11,4840.0,6760.0,1920.0,915.9
-7,27,36,37,8,4768.0,6616.0,1848.0,915.9
-7,28,29,29,12,3824.0,5080.0,1256.0,915.9
-7,29,21,21,10,3824.0,4400.0,576.0,915.9
-7,30,18,18,11,2688.0,4472.0,1784.0,915.9
-7,31,15,16,9,2576.0,3848.0,1272.0,915.9
-7,32,20,20,9,2512.0,3112.0,600.0,915.9
-7,33,31,31,10,2512.0,3096.0,584.0,915.9
-7,34,13,13,8,2632.0,2928.0,296.0,915.9
-7,-41,2,2,1,6040.0,7440.0,1400.0,915.9
-7,-40,5,5,4,7144.0,8416.0,1272.0,835.0
-7,-39,5,5,2,7464.0,9016.0,1552.0,915.9
-7,-38,7,7,3,6904.0,9016.0,2112.0,915.9
-7,-37,7,7,7,6712.0,8536.0,1824.0,915.9
-7,-36,14,14,8,6104.0,7808.0,1704.0,915.9
-7,-35,13,13,8,4936.0,6984.0,2048.0,915.9
-7,-34,20,20,8,3464.0,5960.0,2496.0,915.9
-7,-33,16,16,10,1040.0,4120.0,3080.0,915.9
-7,-31,3,3,3,288.0,1800.0,1512.0,781.0
-7,-29,4,4,3,1064.0,1456.0,392.0,915.9
-7,-28,2,3,2,1136.0,1576.0,440.0,915.9
-7,-27,4,4,3,1032.0,1576.0,544.0,915.9
-7,-26,2,2,2,1016.0,1400.0,384.0,658.7
-7,-25,17,17,4,1136.0,1408.0,272.0,658.7
-7,-24,24,25,5,1128.0,1424.0,296.0,658.7
-7,-23,28,28,5,1128.0,1376.0,248.0,658.7
-7,-22,31,31,13,1104.0,1448.0,344.0,915.9
-7,-21,14,14,7,904.0,1872.0,968.0,915.9
-7,-20,5,5,3,896.0,1760.0,864.0,915.9
-7,-19,5,17,4,672.0,1376.0,704.0,915.9
-7,-18,8,14,3,656.0,1784.0,1128.0,915.9
-7,-17,26,27,4,1304.0,2064.0,760.0,915.9
-7,-16,42,42,10,1440.0,2152.0,712.0,915.9
-7,-15,35,35,9,1456.0,2424.0,968.0,915.9
-7,-14,26,26,5,1776.0,2552.0,776.0,1007.8
-7,-13,26,26,5,2080.0,2720.0,640.0,1101.2
-7,-12,31,31,14,2328.0,2848.0,520.0,915.9
-7,-11,45,47,17,2216.0,2856.0,640.0,1326.5
-7,-10,21,22,5,1992.0,2632.0,640.0,915.9
-7,-9,26,103,5,1744.0,2360.0,616.0,915.9
-7,-8,23,96,5,928.0,2144.0,1216.0,915.9
-7,-7,18,43,9,-88.0,1128.0,1216.0,915.9
-7,-6,8,186,8,-64.0,1064.0,1128.0,835.0
-7,-5,7,119,5,672.0,1088.0,416.0,1326.5
-7,-4,30,55,8,360.0,1104.0,744.0,1007.8
-7,-3,20,21,8,-488.0,552.0,1040.0,1101.2
-7,-2,5,8,3,-216.0,960.0,1176.0,915.9
-7,-1,19,129,6,872.0,984.0,112.0,915.9
-6,0,4,272,4,-584.0,1384.0,1968.0,1326.5
-6,1,13,284,3,1104.0,1520.0,416.0,915.9
-6,2,16,336,6,784.0,1856.0,1072.0,1183.3
-6,3,6,275,3,1600.0,2048.0,448.0,915.9
-6,4,19,140,7,1928.0,2176.0,248.0,1183.3
-6,5,27,29,8,1856.0,2656.0,800.0,915.9
-6,6,20,23,11,1744.0,2696.0,952.0,915.9
-6,8,1,14,1,2152.0,2800.0,648.0,915.9
-6,9,11,30,7,2256.0,2896.0,640.0,915.9
-6,10,20,42,10,2088.0,2984.0,896.0,915.9
-6,11,9,59,5,1664.0,3040.0,1376.0,915.9
-6,12,6,19,1,1352.0,2560.0,1208.0,915.9
-6,13,9,17,6,1416.0,2368.0,952.0,915.9
-6,14,11,44,4,1696.0,2528.0,832.0,915.9
-6,15,1,10,1,2032.0,3448.0,1416.0,712.9
-6,16,11,12,3,2568.0,3784.0,1216.0,1183.3
-6,17,14,16,8,3000.0,3824.0,824.0,915.9
-6,18,1,9,1,3512.0,4792.0,1280.0,835.0
-6,19,9,10,6,3992.0,4872.0,880.0,915.9
-6,20,10,14,8,4160.0,6056.0,1896.0,835.0
-6,21,21,25,9,5504.0,6368.0,864.0,1183.3
-6,22,4,9,2,4688.0,6208.0,1520.0,915.9
-6,23,18,20,7,4384.0,5984.0,1600.0,915.9
-6,24,17,19,9,4272.0,5504.0,1232.0,915.9
-6,25,26,31,11,4232.0,6112.0,1880.0,915.9
-6,26,33,36,11,4160.0,6016.0,1856.0,915.9
-6,27,57,58,12,3912.0,5104.0,1192.0,915.9
-6,28,24,30,10,2952.0,4800.0,1848.0,915.9
-6,29,20,21,9,3224.0,4264.0,1040.0,915.9
-6,30,21,21,9,2288.0,4288.0,2000.0,915.9
-6,31,6,6,5,2312.0,2688.0,376.0,915.9
-6,32,21,21,10,2376.0,2584.0,208.0,915.9
-6,33,13,13,8,2392.0,2688.0,296.0,915.9
-6,34,12,12,8,2624.0,2856.0,232.0,781.0
-6,-42,3,3,3,5136.0,6120.0,984.0,915.9
-6,-41,13,13,6,5896.0,7208.0,1312.0,915.9
-6,-40,10,10,7,5800.0,7552.0,1752.0,835.0
-6,-39,11,11,6,5000.0,7576.0,2576.0,915.9
-6,-38,5,5,2,4640.0,7472.0,2832.0,915.9
-6,-37,19,19,8,5312.0,7032.0,1720.0,915.9
-6,-36,20,20,7,4720.0,6768.0,2048.0,915.9
-6,-35,20,21,10,3872.0,6224.0,2352.0,915.9
-6,-34,42,42,9,3528.0,4936.0,1408.0,915.9
-6,-33,10,12,5,1368.0,3784.0,2416.0,915.9
-6,-31,5,5,4,288.0,1528.0,1240.0,658.7
-6,-30,20,20,8,496.0,1608.0,1112.0,1007.8
-6,-29,15,15,5,1088.0,1624.0,536.0,658.7
-6,-28,5,5,5,872.0,1576.0,704.0,658.7
-6,-27,15,15,9,1064.0,1448.0,384.0,658.7
-6,-26,14,14,7,1064.0,1528.0,464.0,658.7
-6,-25,25,25,5,1224.0,1432.0,208.0,658.7
-6,-24,29,35,4,1184.0,1424.0,240.0,658.7
-6,-23,28,28,5,1200.0,1440.0,240.0,658.7
-6,-22,21,21,4,1192.0,1536.0,344.0,658.7
-6,-21,31,32,11,1088.0,1592.0,504.0,781.0
-6,-20,36,36,15,1112.0,1896.0,784.0,915.9
-6,-19,22,22,6,1264.0,2024.0,760.0,915.9
-6,-18,26,26,6,1240.0,2448.0,1208.0,915.9
-6,-17,19,20,6,1784.0,2464.0,680.0,1183.3
-6,-16,24,24,10,1824.0,2456.0,632.0,915.9
-6,-15,15,18,4,1848.0,2480.0,632.0,915.9
-6,-14,16,22,5,1832.0,2728.0,896.0,915.9
-6,-13,32,32,7,2320.0,2728.0,408.0,1101.2
-6,-12,37,38,14,2368.0,2928.0,560.0,1101.2
-6,-11,28,30,12,2160.0,2880.0,720.0,1007.8
-6,-10,5,7,4,1864.0,2448.0,584.0,915.9
-6,-9,2,219,2,1584.0,2104.0,520.0,1101.2
-6,-8,7,153,4,1056.0,1920.0,864.0,1101.2
-6,-7,6,315,3,944.0,1608.0,664.0,915.9
-6,-6,4,271,3,856.0,1376.0,520.0,1326.5
-6,-4,8,36,3,-248.0,824.0,1072.0,915.9
-6,-2,6,20,5,-528.0,944.0,1472.0,915.9
-6,-1,5,275,5,-816.0,1152.0,1968.0,835.0
-5,0,14,378,7,-1360.0,1208.0,2568.0,1183.3
-5,1,4,295,2,1088.0,1536.0,448.0,835.0
-5,2,13,253,5,1152.0,1920.0,768.0,915.9
-5,3,21,204,5,1552.0,2096.0,544.0,915.9
-5,4,19,138,7,1536.0,2096.0,560.0,915.9
-5,5,41,41,10,1464.0,2112.0,648.0,915.9
-5,6,19,29,7,1432.0,2088.0,656.0,1101.2
-5,7,1,1,1,1552.0,2440.0,888.0,712.9
-5,8,3,13,3,1472.0,2328.0,856.0,915.9
-5,9,39,41,12,1040.0,2392.0,1352.0,915.9
-5,10,29,32,13,768.0,2296.0,1528.0,915.9
-5,11,8,32,6,448.0,2216.0,1768.0,915.9
-5,12,3,4,2,176.0,1688.0,1512.0,915.9
-5,14,12,15,4,952.0,2136.0,1184.0,915.9
-5,15,10,10,3,2024.0,2632.0,608.0,1183.3
-5,16,12,13,3,2344.0,3072.0,728.0,915.9
-5,17,8,10,4,2800.0,4088.0,1288.0,915.9
-5,18,5,10,5,3568.0,4504.0,936.0,915.9
-5,19,19,21,7,4184.0,4976.0,792.0,915.9
-5,20,6,23,3,4168.0,5600.0,1432.0,915.9
-5,21,9,15,5,3992.0,5656.0,1664.0,636.3
-5,22,1,6,1,3888.0,5744.0,1856.0,915.9
-5,23,32,43,13,3808.0,4728.0,920.0,915.9
-5,24,29,30,9,3944.0,4752.0,808.0,915.9
-5,25,43,44,9,3768.0,4792.0,1024.0,915.9
-5,26,35,37,12,3792.0,4696.0,904.0,915.9
-5,27,47,48,12,3160.0,4280.0,1120.0,915.9
-5,28,16,16,9,2320.0,3912.0,1592.0,915.9
-5,29,38,40,11,2264.0,3920.0,1656.0,915.9
-5,31,4,5,4,2200.0,2392.0,192.0,781.0
-5,32,9,9,6,2248.0,2448.0,200.0,915.9
-5,33,2,2,2,2328.0,2704.0,376.0,566.2
-5,34,5,5,4,2592.0,3304.0,712.0,915.9
-5,35,11,11,7,2776.0,3832.0,1056.0,915.9
-5,-42,5,5,2,5688.0,6592.0,904.0,581.9
-5,-41,14,14,7,5848.0,6568.0,720.0,915.9
-5,-40,5,5,4,4112.0,6080.0,1968.0,781.0
-5,-39,9,9,5,2568.0,5800.0,3232.0,915.9
-5,-38,8,8,5,2216.0,5544.0,3328.0,915.9
-5,-37,3,3,2,3080.0,5608.0,2528.0,915.9
-5,-36,19,19,9,3656.0,5312.0,1656.0,915.9
-5,-35,18,18,11,3040.0,4736.0,1696.0,915.9
-5,-34,13,14,10,2120.0,3872.0,1752.0,915.9
-5,-33,1,1,1,696.0,3528.0,2832.0,915.9
-5,-32,22,22,8,1040.0,1976.0,936.0,1101.2
-5,-31,11,11,6,1224.0,2032.0,808.0,1101.2
-5,-30,26,26,9,1232.0,1728.0,496.0,1101.2
-5,-29,8,8,4,808.0,1648.0,840.0,658.7
-5,-28,9,9,7,832.0,1464.0,632.0,568.8
-5,-27,17,17,8,1104.0,1504.0,400.0,658.7
-5,-26,16,16,4,1216.0,1840.0,624.0,658.7
-5,-25,21,21,5,1232.0,1808.0,576.0,658.7
-5,-24,10,10,3,1280.0,1832.0,552.0,568.8
-5,-23,16,16,3,1272.0,1808.0,536.0,568.8
-5,-22,16,16,5,1304.0,1984.0,680.0,658.7
-5,-21,19,19,7,1536.0,2096.0,560.0,658.7
-5,-20,23,60,13,1584.0,2168.0,584.0,915.9
-5,-19,19,22,8,1608.0,2288.0,680.0,781.0
-5,-18,40,40,12,1680.0,2448.0,768.0,915.9
-5,-17,31,31,11,1720.0,2464.0,744.0,915.9
-5,-16,26,28,5,1696.0,2432.0,736.0,915.9
-5,-15,28,30,5,1632.0,2296.0,664.0,915.9
-5,-14,58,58,11,1904.0,2368.0,464.0,1183.3
-5,-13,44,64,8,2208.0,2664.0,456.0,915.9
-5,-12,57,57,11,2304.0,3008.0,704.0,1101.2
-5,-11,52,55,9,2200.0,3128.0,928.0,1101.2
-5,-10,1,58,1,1720.0,2608.0,888.0,1101.2
-5,-9,5,172,2,1296.0,1896.0,600.0,1101.2
-5,-8,2,125,2,1288.0,1760.0,472.0,835.0
-5,-7,4,223,3,1288.0,1584.0,296.0,915.9
-5,-6,2,133,2,1192.0,1392.0,200.0,1326.5
-5,-4,4,87,4,-240.0,1032.0,1272.0,915.9
-5,-1,1,311,1,-1480.0,280.0,1760.0,1326.5
-4,0,4,438,4,-216.0,1192.0,1408.0,1007.8
-4,1,3,273,1,1104.0,1480.0,376.0,915.9
-4,2,19,336,5,1224.0,1920.0,696.0,915.9
-4,3,7,177,4,1352.0,1920.0,568.0,1183.3
-4,4,12,82,6,1168.0,1664.0,496.0,915.9
-4,5,36,37,4,1184.0,1664.0,480.0,1101.2
-4,6,38,38,13,1072.0,1648.0,576.0,1326.5
-4,7,24,24,7,712.0,1760.0,1048.0,915.9
-4,8,15,23,9,480.0,1640.0,1160.0,915.9
-4,9,7,15,4,264.0,1632.0,1368.0,915.9
-4,10,2,3,2,104.0,1112.0,1008.0,743.6
-4,11,3,4,2,136.0,1008.0,872.0,743.6
-4,12,2,5,2,184.0,1120.0,936.0,743.6
-4,13,17,19,9,160.0,1608.0,1448.0,915.9
-4,14,9,11,4,952.0,2064.0,1112.0,915.9
-4,15,25,25,7,1952.0,2656.0,704.0,915.9
-4,16,7,10,4,2400.0,3056.0,656.0,915.9
-4,17,5,7,5,2448.0,4080.0,1632.0,915.9
-4,18,5,228,5,3520.0,4432.0,912.0,835.0
-4,19,8,164,4,3888.0,4952.0,1064.0,915.9
-4,20,7,10,4,3968.0,5312.0,1344.0,915.9
-4,21,6,7,5,3960.0,4792.0,832.0,636.3
-4,22,9,16,8,3928.0,4648.0,720.0,915.9
-4,23,9,11,7,3808.0,4696.0,888.0,1183.3
-4,24,19,26,6,3960.0,4840.0,880.0,915.9
-4,25,6,44,4,3592.0,4824.0,1232.0,835.0
-4,26,10,17,7,3312.0,4552.0,1240.0,915.9
-4,27,19,22,10,2144.0,3976.0,1832.0,915.9
-4,28,15,16,8,2144.0,3344.0,1200.0,915.9
-4,29,6,7,6,2064.0,2976.0,912.0,781.0
-4,30,1,2,1,2064.0,2264.0,200.0,835.0
-4,31,22,22,9,2080.0,2256.0,176.0,915.9
-4,32,13,13,9,2176.0,2368.0,192.0,915.9
-4,33,11,11,5,2296.0,2840.0,544.0,915.9
-4,34,17,17,10,2544.0,4792.0,2248.0,915.9
-4,35,18,18,9,3304.0,5760.0,2456.0,915.9
-4,-42,15,15,7,5440.0,6720.0,1280.0,915.9
-4,-41,6,6,4,5616.0,6696.0,1080.0,1101.2
-4,-40,9,9,6,3608.0,6040.0,2432.0,835.0
-4,-39,1,1,1,2488.0,4640.0,2152.0,566.2
-4,-37,12,12,7,1512.0,4112.0,2600.0,915.9
-4,-36,21,21,9,1440.0,4144.0,2704.0,1007.8
-4,-35,19,19,6,2824.0,3896.0,1072.0,915.9
-4,-34,18,18,9,2104.0,3040.0,936.0,915.9
-4,-33,8,8,3,312.0,2280.0,1968.0,915.9
-4,-31,11,11,5,416.0,1864.0,1448.0,658.7
-4,-30,13,13,5,752.0,1344.0,592.0,658.7
-4,-29,11,11,5,776.0,1344.0,568.0,658.7
-4,-28,19,19,8,1168.0,1600.0,432.0,1101.2
-4,-27,28,28,9,1240.0,1800.0,560.0,1007.8
-4,-26,14,14,5,1224.0,1856.0,632.0,658.7
-4,-25,23,23,5,968.0,1808.0,840.0,658.7
