# ref base type part cellX cellY x y z rx ry rz scale tris bminx bminy bminz bmaxx bmaxy bmaxz model
0x001CCF4B 0x00123A61 STAT -1 5 -11 21231.555 -43814.164 650.562 0.000000 0.000000 0.000000 1.0000 1764 20954.305 -43945.289 636.788 21508.805 -43683.039 713.843 SetDressing\Rubble\TrashPileWall01.nif
0x001CCF4A 0x00133865 STAT -1 5 -11 20653.959 -44613.977 619.596 0.000000 -0.062419 3.748185 1.0000 6380 20341.682 -45067.734 545.221 21081.611 -44197.844 790.144 Landscape\Plants\ShrubGroupLarge04.nif
0x001CC800 0x00024070 STAT -1 5 -11 24204.395 -41427.512 681.900 -0.002976 0.223792 4.302520 1.0000 2179 23930.164 -41502.410 658.552 24218.898 -41353.285 1483.702 SetDressing\TelephonePoleSet\TP_01.nif
0x001CC7FB 0x0013385C STAT -1 5 -11 24451.516 -41984.980 666.061 0.000000 0.000000 6.163184 0.7800 408 24274.490 -42079.320 633.252 24610.693 -41895.328 786.863 Landscape\Plants\HedgeRow01.nif
0x001CC7F7 0x00133854 STAT -1 5 -11 24438.916 -41312.539 669.675 -0.175959 -0.176499 6.204740 1.0000 442 24301.678 -41470.484 657.265 24558.592 -41213.711 937.130 Landscape\Plants\DeadShrub02.nif
0x001CC7F6 0x00133855 STAT -1 5 -11 24311.129 -41317.852 665.021 -0.110907 0.049255 2.259556 1.0000 356 24196.520 -41480.039 648.467 24433.357 -41197.648 825.468 Landscape\Plants\DeadShrub03.nif
0x001CC7F2 0x0001F510 STAT -1 5 -11 23880.301 -41415.551 636.299 0.010575 -0.038578 1.303183 1.0000 301 23739.936 -41556.703 597.561 24033.324 -41303.203 673.536 Landscape\Roads\RoadAChunk02.nif
0x001CC7F1 0x0001F511 STAT -1 5 -11 23784.918 -41249.785 633.495 0.000000 0.000000 2.543391 1.0000 284 23675.129 -41388.281 592.964 23946.975 -41103.125 674.089 Landscape\Roads\RoadAChunk01.nif
0x001CC7E9 0x000872B7 STAT -1 5 -11 24384.084 -40972.680 922.462 0.000000 0.000000 3.131590 1.0000 360 24256.010 -40981.961 922.462 24512.158 -40963.398 1007.462 Architecture\Buildings\Shell\BldgShellWallIntTrimBtm01.nif
0x001CC7D9 0x001159CF STAT -1 5 -11 24250.645 -41092.664 682.462 0.000000 0.000000 1.560793 1.0000 155 24224.857 -41220.738 682.462 24251.926 -40964.672 938.462 Architecture\Buildings\DecoKit\DecoMainC1x1DoorSingle01Full01.nif
0x001CC7D8 0x00117C70 STAT -1 5 -11 24250.564 -41084.668 938.462 0.000000 0.000000 1.560793 1.0000 197 24241.270 -41229.367 938.308 24251.705 -40955.215 1043.337 Architecture\Buildings\DecoKit\DecoMainCDam1x1WallTrimBtm01.nif
0x001CC7D7 0x001159F0 STAT -1 5 -11 24251.924 -41220.660 682.462 0.000000 0.000000 6.273182 1.0000 44 24239.885 -41232.738 682.462 24260.004 -41212.742 938.462 Architecture\Buildings\DecoKit\DecoMainC1x1Cor01.nif
0x001CC7D6 0x0012378A STAT -1 5 -11 24371.918 -41219.457 938.462 0.000000 0.000000 0.000000 1.0000 255 24227.543 -41227.707 938.071 24516.918 -41219.703 1014.462 Architecture\Buildings\DecoKit\DecoMainCDam1x1WallTrimBtm02.nif
0x001CC787 0x000AEB93 STAT -1 5 -11 23740.025 -41531.570 671.428 -0.033480 -0.026639 5.360013 1.0000 372 23715.309 -41544.285 663.278 24181.256 -41102.379 716.186 SetDressing\StreetLamps\StreetLamp01Post01.nif
0x001CC786 0x000AEB8E STAT -1 5 -11 23702.410 -41591.168 659.202 -0.030100 0.026347 2.289600 1.0000 287 23680.627 -41613.762 656.232 23725.117 -41568.285 726.252 SetDressing\StreetLamps\StreetLamp01Base01.nif
0x001CC784 0x00001B52 STAT -1 5 -11 24336.621 -42430.555 664.317 -0.019919 0.001797 0.679976 1.0000 460 24209.959 -42590.168 661.781 24359.498 -42408.090 1262.702 SetDressing\StreetLamps\StreetLamp01.nif
0x0008F12D 0x0008E7C5 STAT -1 5 -11 21775.783 -42957.145 416.493 0.000000 0.000000 0.700000 1.0000 2052 21759.594 -42972.652 413.235 21787.303 -42945.719 453.962 SetDressing\LightFixtures\LightOilLampOn.nif
0x0008F129 0x00048283 STAT -1 5 -11 22775.164 -42942.219 673.353 0.000000 0.000000 0.460000 1.0000 3706 22737.375 -42979.414 673.358 22814.775 -42902.016 765.824 SetDressing\MetalBarrel\MetalBarrel01StaticFireGrating.nif
0x0003CFA6 0x000FA24B STAT -1 5 -11 22364.516 -42524.879 405.417 0.000000 0.000000 6.266171 1.0000 14 22236.141 -42535.055 405.417 22492.633 -42514.320 661.417 Architecture\Buildings\Metal\MetalIntStairsWall1x1Str01.nif
0x00020F64 0x000B2009 STAT -1 5 -11 21959.775 -43120.785 672.894 0.000000 0.000000 3.124578 1.0000 2 21701.635 -43253.121 672.894 22217.916 -42988.449 672.894 Architecture\ParkingGarage\PGarageInFloor1x2Str01.nif
0x001A7373 0x00107E45 STAT -1 5 -11 20663.434 -42182.910 1073.573 0.000000 0.000000 1.553782 1.0000 156 20637.068 -42435.863 1076.951 20919.000 -42149.078 1154.823 SetDressing\Signage\SignBusStationCor01.nif
0x00174EF8 0x001159F7 STAT -1 5 -11 21972.590 -40977.711 1007.619 0.000000 0.000000 3.141595 1.0000 133 21844.590 -40977.711 1007.619 22100.590 -40952.727 1263.619 Architecture\Buildings\DecoKit\DecoMainC1x1DoorSingle01.nif
0x00174EF7 0x00117BA4 STAT -1 5 -11 21716.590 -40977.711 1007.619 0.000000 0.000000 3.141595 1.0000 34 21588.590 -40977.711 1007.619 21844.590 -40969.711 1263.619 Architecture\Buildings\DecoKit\DecoMainC1x1WinA02.nif
0x00174EEE 0x001159F0 STAT -1 5 -11 20606.166 -41470.094 504.882 0.000000 0.000000 3.141593 1.0000 44 20598.166 -41478.094 504.882 20618.166 -41458.094 760.882 Architecture\Buildings\DecoKit\DecoMainC1x1Cor01.nif
0x00174EED 0x001159F0 STAT -1 5 -11 20606.166 -41470.094 760.882 0.000000 0.000000 3.141593 1.0000 44 20598.166 -41478.094 760.882 20618.166 -41458.094 1016.882 Architecture\Buildings\DecoKit\DecoMainC1x1Cor01.nif
0x00174EEA 0x001159F0 STAT -1 5 -11 22100.590 -40977.711 735.619 0.000000 0.000000 3.141593 1.0000 44 22092.590 -40985.711 735.619 22112.590 -40965.711 991.619 Architecture\Buildings\DecoKit\DecoMainC1x1Cor01.nif
0x00174EE9 0x001159F0 STAT -1 5 -11 22100.590 -40977.711 991.619 0.000000 0.000000 3.141593 1.0000 44 22092.590 -40985.711 991.619 22112.590 -40965.711 1247.619 Architecture\Buildings\DecoKit\DecoMainC1x1Cor01.nif
0x00174EE7 0x00117A84 STAT -1 5 -11 22100.590 -41361.711 735.619 0.000000 0.000000 4.712392 1.0000 4 22100.590 -41489.711 735.619 22108.590 -41233.711 991.619 Architecture\Buildings\DecoKit\DecoMainc1x1Wall01.nif
0x00174EE6 0x00117A84 STAT -1 5 -11 22100.586 -41105.711 735.619 0.000000 0.000000 4.712392 1.0000 4 22100.586 -41233.711 735.619 22108.586 -40977.711 991.619 Architecture\Buildings\DecoKit\DecoMainc1x1Wall01.nif
0x00174EE5 0x00117A84 STAT -1 5 -11 22100.586 -41105.711 991.619 0.000000 0.000000 4.712392 1.0000 4 22100.586 -41233.711 991.619 22108.586 -40977.711 1247.619 Architecture\Buildings\DecoKit\DecoMainc1x1Wall01.nif
0x00174EE4 0x00117A84 STAT -1 5 -11 22100.590 -41361.711 991.619 0.000000 0.000000 4.712392 1.0000 4 22100.590 -41489.711 991.619 22108.590 -41233.711 1247.619 Architecture\Buildings\DecoKit\DecoMainc1x1Wall01.nif
0x00174E7F 0x001159F8 STAT -1 5 -11 21588.586 -41097.711 991.619 0.000000 0.000000 1.570796 1.0000 97 21580.586 -41225.711 991.619 21588.586 -40969.711 1247.619 Architecture\Buildings\DecoKit\DecoMainC1x1WinA01.nif
0x00174E7E 0x001159F8 STAT -1 5 -11 21588.590 -41353.711 991.619 0.000000 0.000000 1.570796 1.0000 97 21580.590 -41481.711 991.619 21588.590 -41225.711 1247.619 Architecture\Buildings\DecoKit\DecoMainC1x1WinA01.nif
0x00174E7D 0x001159F8 STAT -1 5 -11 21588.586 -41097.711 735.619 0.000000 0.000000 1.570796 1.0000 97 21580.586 -41225.711 735.619 21588.586 -40969.711 991.619 Architecture\Buildings\DecoKit\DecoMainC1x1WinA01.nif
0x00174E7C 0x001159F8 STAT -1 5 -11 21588.590 -41353.711 735.619 0.000000 0.000000 1.570796 1.0000 97 21580.590 -41481.711 735.619 21588.590 -41225.711 991.619 Architecture\Buildings\DecoKit\DecoMainC1x1WinA01.nif
0x00174E7B 0x00117C58 STAT -1 5 -11 21716.590 -40977.633 1247.619 0.000000 0.000000 3.141593 1.0000 16 21588.590 -40977.633 1247.619 21844.590 -40969.633 1503.619 Architecture\Buildings\DecoKit\DecoMainC1x1WallPeak01RFull02.nif
0x00174E7A 0x00117C5A STAT -1 5 -11 21972.590 -40977.641 1247.619 0.000000 0.000000 3.141593 1.0000 16 21844.590 -40977.641 1247.619 22100.590 -40969.641 1503.619 Architecture\Buildings\DecoKit\DecoMainC1x1WallPeak01LFull02.nif
0x00174E79 0x000DDB1B STAT -1 5 -11 22100.590 -40977.633 1247.619 0.000000 0.000000 0.000001 1.0000 156 22064.590 -41013.633 1210.869 22152.590 -40925.633 1270.479 Architecture\Buildings\Church\ChurchRoofEdgeAEndCap01.nif
0x00174E78 0x000DDB1B STAT -1 5 -11 21588.590 -40977.633 1247.619 0.000000 0.000000 4.712390 1.0000 156 21536.590 -41013.633 1210.869 21624.590 -40925.633 1270.479 Architecture\Buildings\Church\ChurchRoofEdgeAEndCap01.nif
0x00174E77 0x000DDB1B STAT -1 5 -11 21588.590 -41489.641 1247.619 0.000000 0.000000 3.141593 1.0000 156 21536.590 -41541.641 1210.869 21624.590 -41453.641 1270.479 Architecture\Buildings\Church\ChurchRoofEdgeAEndCap01.nif
0x00174E76 0x000DDB1B STAT -1 5 -11 22100.590 -41489.633 1247.619 0.000000 0.000000 1.570798 1.0000 156 22064.590 -41541.633 1210.869 22152.590 -41453.633 1270.479 Architecture\Buildings\Church\ChurchRoofEdgeAEndCap01.nif
0x00174E75 0x000DD89C STAT -1 5 -11 21844.590 -41537.633 1503.619 0.000000 0.000000 4.712390 1.0000 74 21785.715 -41537.633 1503.206 21903.465 -41485.633 1547.494 Architecture\Buildings\Church\ChurchRoofEdgeA1x1Peak01.nif
0x00174E74 0x000DD885 STAT -1 5 -11 22100.590 -40977.633 1247.619 0.000000 0.000000 4.712390 1.0000 40 21844.590 -40977.633 1247.383 22151.277 -40933.633 1503.619 Architecture\Buildings\Church\ChurchRoofEdgeA1x1Str01.nif
0x00174E73 0x000DD89C STAT -1 5 -11 21844.590 -40977.633 1503.619 0.000000 0.000000 4.712390 1.0000 74 21785.715 -40977.633 1503.206 21903.465 -40925.633 1547.494 Architecture\Buildings\Church\ChurchRoofEdgeA1x1Peak01.nif
0x00174E72 0x000DD88F STAT -1 5 -11 21588.590 -40977.633 1247.619 0.000000 0.000000 4.712390 1.0000 39 21537.902 -40977.633 1247.383 21844.590 -40933.633 1503.619 Architecture\Buildings\Church\ChurchRoofEdgeA1x1Str02.nif
0x00174E71 0x000DD865 STAT -1 5 -11 21844.590 -41105.633 1503.619 0.000000 -0.000000 1.570798 1.0000 79 21800.590 -41233.633 1503.563 21888.590 -40977.633 1535.619 Architecture\Buildings\Church\ChurchRoofCapA1x1Str01.nif
0x00174E70 0x000DD85E STAT -1 5 -11 21588.590 -41105.633 1247.619 0.000000 -0.000000 1.570798 1.0000 58 21540.559 -41233.633 1247.467 21845.090 -40977.633 1503.619 Architecture\Buildings\Church\ChurchRoofA1x1Str01Full01.nif
0x00174E6F 0x000DD85E STAT -1 5 -11 22100.590 -41105.633 1247.619 0.000000 -0.000000 4.712390 1.0000 58 21844.090 -41233.633 1247.467 22148.621 -40977.633 1503.619 Architecture\Buildings\Church\ChurchRoofA1x1Str01Full01.nif
0x00174E6E 0x00117C5A STAT -1 5 -11 21716.590 -41489.711 1247.619 0.000000 0.000000 0.000000 1.0000 16 21588.590 -41497.711 1247.619 21844.590 -41489.711 1503.619 Architecture\Buildings\DecoKit\DecoMainC1x1WallPeak01LFull02.nif
0x00174E6D 0x000DD85E STAT -1 5 -11 21588.590 -41361.633 1247.619 -0.000000 0.000000 1.570798 1.0000 58 21540.559 -41489.633 1247.467 21845.090 -41233.633 1503.619 Architecture\Buildings\Church\ChurchRoofA1x1Str01Full01.nif
0x00174E6C 0x000DD865 STAT -1 5 -11 21844.590 -41361.633 1503.619 -0.000000 0.000000 4.712391 1.0000 79 21800.590 -41489.633 1503.563 21888.590 -41233.633 1535.619 Architecture\Buildings\Church\ChurchRoofCapA1x1Str01.nif
0x00174E6B 0x000DD885 STAT -1 5 -11 21588.590 -41489.641 1247.619 0.000000 0.000000 1.570798 1.0000 40 21537.902 -41533.641 1247.383 21844.590 -41489.641 1503.619 Architecture\Buildings\Church\ChurchRoofEdgeA1x1Str01.nif
0x00174E6A 0x000DD85E STAT -1 5 -11 22100.584 -41361.637 1247.619 -0.000000 0.000000 4.712391 1.0000 58 21844.084 -41489.637 1247.467 22148.615 -41233.637 1503.619 Architecture\Buildings\Church\ChurchRoofA1x1Str01Full01.nif
0x00174E69 0x000DD88F STAT -1 5 -11 22100.590 -41489.633 1247.619 0.000000 0.000000 1.570798 1.0000 39 21844.590 -41533.633 1247.383 22151.277 -41489.633 1503.619 Architecture\Buildings\Church\ChurchRoofEdgeA1x1Str02.nif
0x00174E68 0x001159F8 STAT -1 5 -11 21716.590 -41489.711 991.619 0.000000 0.000000 0.000000 1.0000 97 21588.590 -41497.711 991.619 21844.590 -41489.711 1247.619 Architecture\Buildings\DecoKit\DecoMainC1x1WinA01.nif
0x00174E67 0x000C018A STAT -1 5 -11 22100.590 -40977.711 479.619 0.000000 0.000000 3.141593 1.0000 12 21844.590 -41233.711 479.619 22132.590 -40945.711 735.619 Architecture\Buildings\DecoKit\DecoBaseA1x1Cor01.nif
0x00174E66 0x000C018A STAT -1 5 -11 22100.590 -41489.711 479.619 0.000000 0.000000 4.712389 1.0000 12 21844.590 -41521.711 479.619 22132.590 -41233.711 735.619 Architecture\Buildings\DecoKit\DecoBaseA1x1Cor01.nif
0x00174E65 0x000C018A STAT -1 5 -11 21588.590 -40977.711 479.619 0.000000 0.000000 1.570797 1.0000 12 21556.590 -41233.711 479.619 21844.590 -40945.711 735.619 Architecture\Buildings\DecoKit\DecoBaseA1x1Cor01.nif
0x00174E64 0x000C018A STAT -1 5 -11 21588.590 -41489.711 479.619 0.000000 0.000000 0.000000 1.0000 12 21556.590 -41521.711 479.619 21844.590 -41233.711 735.619 Architecture\Buildings\DecoKit\DecoBaseA1x1Cor01.nif
0x00174E63 0x00117C58 STAT -1 5 -11 21972.590 -41489.711 1247.619 0.000000 0.000000 0.000000 1.0000 16 21844.590 -41497.711 1247.619 22100.590 -41489.711 1503.619 Architecture\Buildings\DecoKit\DecoMainC1x1WallPeak01RFull02.nif
0x00174E62 0x00117C5B STAT -1 5 -11 21972.590 -41489.711 735.619 0.000000 0.000000 0.000000 1.0000 256 21840.590 -41560.773 735.619 22104.590 -41489.711 991.619 Architecture\Buildings\DecoKit\DecoMainC1x1WinBayA02.nif
0x00174E61 0x001159F8 STAT -1 5 -11 21972.590 -41489.711 991.619 0.000000 0.000000 0.000000 1.0000 97 21844.590 -41497.711 991.619 22100.590 -41489.711 1247.619 Architecture\Buildings\DecoKit\DecoMainC1x1WinA01.nif
0x00174E60 0x001159F0 STAT -1 5 -11 22100.590 -40977.711 735.619 0.000000 0.000000 3.141593 1.0000 44 22092.590 -40985.711 735.619 22112.590 -40965.711 991.619 Architecture\Buildings\DecoKit\DecoMainC1x1Cor01.nif
0x00174E5F 0x001159F0 STAT -1 5 -11 22100.590 -40977.711 991.619 0.000000 0.000000 3.141593 1.0000 44 22092.590 -40985.711 991.619 22112.590 -40965.711 1247.619 Architecture\Buildings\DecoKit\DecoMainC1x1Cor01.nif
0x00174E5E 0x001159F0 STAT -1 5 -11 22100.590 -41489.711 735.619 0.000000 0.000000 4.712389 1.0000 44 22092.590 -41501.711 735.619 22112.590 -41481.711 991.619 Architecture\Buildings\DecoKit\DecoMainC1x1Cor01.nif
0x00174E5D 0x001159F0 STAT -1 5 -11 22100.590 -41489.711 991.619 0.000000 0.000000 4.712389 1.0000 44 22092.590 -41501.711 991.619 22112.590 -41481.711 1247.619 Architecture\Buildings\DecoKit\DecoMainC1x1Cor01.nif
0x00174E5C 0x001159F0 STAT -1 5 -11 21588.590 -40977.711 735.619 0.000000 0.000000 1.570796 1.0000 44 21576.590 -40985.711 735.619 21596.590 -40965.711 991.619 Architecture\Buildings\DecoKit\DecoMainC1x1Cor01.nif
0x00174E5B 0x001159F0 STAT -1 5 -11 21588.590 -40977.711 991.619 0.000000 0.000000 1.570796 1.0000 44 21576.590 -40985.711 991.619 21596.590 -40965.711 1247.619 Architecture\Buildings\DecoKit\DecoMainC1x1Cor01.nif
0x00174E5A 0x001159F0 STAT -1 5 -11 21588.590 -41489.711 991.619 0.000000 0.000000 0.000000 1.0000 44 21576.590 -41501.711 991.619 21596.590 -41481.711 1247.619 Architecture\Buildings\DecoKit\DecoMainC1x1Cor01.nif
0x00174E59 0x001159F0 STAT -1 5 -11 21588.590 -41489.711 735.619 0.000000 0.000000 0.000000 1.0000 44 21576.590 -41501.711 735.619 21596.590 -41481.711 991.619 Architecture\Buildings\DecoKit\DecoMainC1x1Cor01.nif
0x00174E58 0x00117BA3 STAT -1 5 -11 21716.590 -41489.711 735.619 0.000000 0.000000 0.000000 1.0000 210 21588.590 -41501.711 735.619 21844.590 -41442.711 991.619 Architecture\Buildings\DecoKit\DecoMainC1x1DoorSingle02.nif
0x00174E56 0x001159F0 STAT 1 5 -11 20525.678 -41562.836 729.845 0.000000 0.000000 6.248376 1.0000 44 20513.545 -41575.105 729.845 20533.951 -41555.121 985.845 Architecture\Buildings\DecoKit\DecoMainC1x1Cor01.nif
0x00174E56 0x001159F0 STAT 2 5 -11 20525.678 -41562.836 985.845 0.000000 0.000000 6.248376 1.0000 44 20513.545 -41575.105 985.845 20533.951 -41555.121 1241.845 Architecture\Buildings\DecoKit\DecoMainC1x1Cor01.nif
0x00174E56 0x001159F0 STAT 3 5 -11 20507.859 -41051.145 985.845 0.000000 0.000000 6.248376 1.0000 44 20495.588 -41059.418 985.845 20515.576 -41039.012 1241.845 Architecture\Buildings\DecoKit\DecoMainC1x1Cor01.nif
0x00174E56 0x001159F0 STAT 4 5 -11 20507.859 -41051.145 729.845 0.000000 0.000000 6.248376 1.0000 44 20495.588 -41059.418 729.845 20515.576 -41039.012 985.845 Architecture\Buildings\DecoKit\DecoMainC1x1Cor01.nif
0x00174E56 0x001159F0 STAT 5 5 -11 21019.549 -41033.328 729.845 0.000000 0.000000 6.248376 1.0000 44 21011.275 -41041.043 729.845 21031.682 -41021.059 985.845 Architecture\Buildings\DecoKit\DecoMainC1x1Cor01.nif
0x00174E56 0x001159F0 STAT 6 5 -11 21019.549 -41033.328 985.845 0.000000 0.000000 6.248376 1.0000 44 21011.275 -41041.043 985.845 21031.682 -41021.059 1241.845 Architecture\Buildings\DecoKit\DecoMainC1x1Cor01.nif
0x00174E56 0x001159F0 STAT 7 5 -11 21037.367 -41545.020 729.845 0.000000 0.000000 6.248376 1.0000 44 21029.650 -41557.152 729.845 21049.639 -41536.746 985.845 Architecture\Buildings\DecoKit\DecoMainC1x1Cor01.nif
0x00174E56 0x001159F0 STAT 8 5 -11 21037.367 -41545.020 985.845 0.000000 0.000000 6.248376 1.0000 44 21029.650 -41557.152 985.845 21049.639 -41536.746 1241.845 Architecture\Buildings\DecoKit\DecoMainC1x1Cor01.nif
0x00174E56 0x000301F2 STAT 9 5 -11 20640.236 -41174.613 1497.845 0.000000 0.000000 6.248376 1.0000 2 20507.859 -41306.992 1497.845 20772.613 -41042.234 1497.845 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x00174E56 0x000301F2 STAT 10 5 -11 20649.145 -41430.461 1497.845 0.000000 0.000000 6.248376 1.0000 2 20516.768 -41562.840 1497.845 20781.521 -41298.082 1497.845 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x00174E56 0x000301F2 STAT 11 5 -11 20896.082 -41165.703 1497.845 0.000000 0.000000 6.248376 1.0000 2 20763.705 -41298.082 1497.845 21028.459 -41033.324 1497.845 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x00174E56 0x000301F2 STAT 12 5 -11 20904.990 -41421.551 1497.845 0.000000 0.000000 6.248376 1.0000 2 20772.613 -41553.930 1497.845 21037.367 -41289.172 1497.845 Architecture\Buildings\DecoKit\DecoRoof1x1Str01.nif
0x00174E56 0x00117BA9 STAT 13 5 -11 20653.600 -41558.383 729.845 0.000000 0.000000 6.248376 1.0000 195 20521.957 -41631.531 729.845 20785.799 -41553.930 985.845 Architecture\Buildings\DecoKit\DecoMainC1x1WinBayA01.nif
0x00174E56 0x00117BA9 STAT 14 5 -11 20653.600 -41558.383 985.845 0.000000 0.000000 6.248376 1.0000 195 20521.957 -41631.531 985.845 20785.799 -41553.930 1241.845 Architecture\Buildings\DecoKit\DecoMainC1x1WinBayA01.nif
0x00174E56 0x00117C38 STAT 15 5 -11 20635.781 -41046.691 1241.845 0.000000 0.000000 6.248376 1.0000 235 20506.537 -41051.145 1209.845 20763.703 -40998.293 1517.845 Architecture\Buildings\DecoKit\DecoMainC1x1RoofWinA01.nif
0x00174E56 0x00117C38 STAT 16 5 -11 20653.600 -41558.383 1241.845 0.000000 0.000000 6.248376 1.0000 235 20525.678 -41606.781 1209.845 20782.844 -41553.930 1517.845 Architecture\Buildings\DecoKit\DecoMainC1x1RoofWinA01.nif
0x00174E56 0x00117C38 STAT 17 5 -11 20909.445 -41549.473 1241.845 0.000000 0.000000 6.248376 1.0000 235 20781.523 -41597.871 1209.845 21038.689 -41545.020 1517.845 Architecture\Buildings\DecoKit\DecoMainC1x1RoofWinA01.nif
0x00174E56 0x00117C38 STAT 18 5 -11 20891.627 -41037.781 1241.845 0.000000 0.000000 6.248376 1.0000 235 20762.383 -41042.234 1209.845 21019.549 -40989.383 1517.845 Architecture\Buildings\DecoKit\DecoMainC1x1RoofWinA01.nif
0x00174E56 0x001159F7 STAT 19 5 -11 20891.627 -41037.781 729.845 0.000000 0.000000 6.248376 1.0000 133 20763.426 -41042.234 729.845 21019.549 -41010.012 985.845 Architecture\Buildings\DecoKit\DecoMainC1x1DoorSingle01.nif
0x00174E56 0x00129C17 STAT 20 5 -11 20909.445 -41549.473 729.845 0.000000 0.000000 6.248376 1.0000 310 20781.551 -41581.910 729.748 21038.342 -41389.941 1033.845 Architecture\Buildings\DecoKit\DecoMainC1x1DoorSingle03.nif
0x00174E56 0x000C018A STAT 21 5 -11 20525.678 -41562.836 473.845 0.000000 0.000000 6.248376 1.0000 12 20484.787 -41595.930 473.845 20782.637 -41306.992 729.845 Architecture\Buildings\DecoKit\DecoBaseA1x1Cor01.nif
0x00174E56 0x000C018A STAT 22 5 -11 20507.859 -41051.145 473.845 0.000000 0.000000 6.248376 1.0000 12 20474.766 -41308.102 473.845 20763.705 -41010.254 729.845 Architecture\Buildings\DecoKit\DecoBaseA1x1Cor01.nif
0x00174E56 0x000C018A STAT 23 5 -11 21019.549 -41033.328 473.845 0.000000 0.000000 6.248376 1.0000 12 20762.590 -41289.172 473.845 21060.439 -41000.234 729.845 Architecture\Buildings\DecoKit\DecoBaseA1x1Cor01.nif
0x00174E56 0x000C018A STAT 24 5 -11 21037.367 -41545.020 473.845 0.000000 0.000000 6.248376 1.0000 12 20781.521 -41585.910 473.845 21070.461 -41288.063 729.845 Architecture\Buildings\DecoKit\DecoBaseA1x1Cor01.nif
0x00174E56 0x00117C37 STAT 25 5 -11 20512.314 -41179.070 1241.845 0.000000 0.000000 6.248376 1.0000 71 20469.883 -41308.316 1209.845 20516.770 -41051.148 1517.845 Architecture\Buildings\DecoKit\DecoMainC1x1RoofWall01.nif
0x00174E56 0x00117C37 STAT 26 5 -11 20521.223 -41434.914 1241.845 0.000000 0.000000 6.248376 1.0000 71 20478.791 -41564.160 1209.845 20525.678 -41306.992 1517.845 Architecture\Buildings\DecoKit\DecoMainC1x1RoofWall01.nif
0x00174E56 0x00117C37 STAT 27 5 -11 21032.912 -41417.094 1241.845 0.000000 0.000000 6.248376 1.0000 71 21028.457 -41545.016 1209.845 21075.344 -41287.848 1517.845 Architecture\Buildings\DecoKit\DecoMainC1x1RoofWall01.nif
0x00174E56 0x00117C37 STAT 28 5 -11 21024.004 -41161.250 1241.845 0.000000 0.000000 6.248376 1.0000 71 21019.549 -41289.172 1209.845 21066.436 -41032.004 1517.845 Architecture\Buildings\DecoKit\DecoMainC1x1RoofWall01.nif
